_key,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Nuga cu nuca 40g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Nuga-cu-nuca-40g/p/34332,9.21g/100g,484kcal/100g,72.8g/100g,N/A,0.027g/100g,7.4g/100g,N/A,"Zahar, GLUCOZA, apa, NUCA minimum 12%, vafe (faina de GRAU, ueli vegetal nehidrogenat, emulgator (lecitina de SOIA), afanatori (bicarbonat de sodiu), sare, apa, amidon), albus de OU, acidifiant (acid citric), aroma de vanilie.","SOIA, GLUCOZA, NUCA, OU."
Biscuiti cu crema de alune de padure cu cacao 41.4g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-crema-de-alune-de-padure-cu-cacao-41-4g/p/34495,24.8 g/100 g,515 kcal/100 g,64 g/100 g,N/A,0.559 g/100 g,7.9 g/100 g,"GRAU, LAPTE, ALUNE DE PADURE, SOIA, ORZ, MUSTAR.11.5 g/100 g","Crema de ALUNE DE PADURE cu cacao 40% (zahar, ulei de palmier, ALUNE DE PADURE 13%, LAPTE praf degresat 8.7%, cacao degresat pudra 7.4%, emulgator: lecitina SOIA, vanilina), daina de GRAU 32.5%, grasimi vegetale (palmier, samburi de palmier), zahar din trestie de zahar 8.5% (contine GRAU), LACTOZA, tarate de GRAU, LAPTE praf integral, miere, agenti de afanare (difosfat disodic, bicarbonat de sodiu, bicarbonat de amoniu), faina de malt de ORZ, cacao degresata pudra, sare, pudra de malt de ORZ siextract de porumb, amidon de GRAU, emulgator: lecitina (SOIA), vanilina. Reprezinta 5.2% alune de padure, 3.5% lapte praf degresat, respectiv 3% cacao degresata pudra in produs finit.",N/A
Jeleuri cu aroma de lemn dulce 160g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Jeleuri-cu-aroma-de-lemn-dulce-160g/p/34449,N/A,342 kcal/100 g,85 g/100 g,N/A,0.16 g/100 g,0.7 g/100 g,N/A,"Zahar, sirop de glucoza, apa, 1.9% extract pudra de Len Dulce, 1% extract paste de Lemn Dulce, acid citric, agent gelifiere, pectina, arome naturale.",N/A
Porumb bio pentru popcorn 350g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Popcorn/Porumb-bio-pentru-popcorn-350g/p/34612,4 g/100 g,340 kcal/100 g,60.4 g/100 g,11.8 g/100 g,<0.01 g/100 g,9.8 g/100 g,0.7 g/100 g,Boabe de porumb.,N/A
Napolitane cu crema de lamaie 54g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-cu-crema-de-lamaie-54g/p/34706,28 g/100 g,526 kcal/100 g,63 g/100 g,N/A,0.24 g/100 g,4.9 g/100 g,11 g/100 g,"Faina alba de GRAU, grasime vegetala (palmier, shea- in proportii variabile), zahar, sirop de glucoza deshidratat, dextroza, faina de SOIA, amidon de porumb, emulsifiant: lecitina din SOIA, agenti de afanare: bicarbonat de sodiu, pirofosfat de sodiu, corector de aciditate: acid citric, arome, sare de mare, vitamina C, pudra de lamaie deshidratata 0.01%.","GRAU, SOIA. Poate contine: urme de ARAHIDE si FRUCTE CU COAJA LEMNOASA."
Prajitura cu zmeura si crema ciocolata 55g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-zmeura-si-crema-ciocolata-55g/p/34687,17 g/100 g,400 kcal/100 g,57 g/100 g,N/A,0.68 g/100 g,5.2 g/100 g,7.7 g/100 g,"Faina alba de GRAU, zahar, grasime vegetala (palmier), crema ciocolata 14.5% (sirop de glucoza, zahar, apa, grasime vegetala (palmier), ciocolata neagra 4% (masa de cacao, zahar, cacao pudra, emulsifianti: lecitina de SOIA), cacao pudra, agent de gelificare: pectina, agent de ingrosare, amidon modificat de porumb, extract de cacao, conservanti: sorbat de potasiu, sare, arome), apa, praf de OU, sirop de glucoza, agent de umezire: glicerol, sorbitol, amidon de GRAU, colorant: extract natural de sfecla, agent de afanare, difosfat disodic, bicarbonat de sodiu, emulsifiant, esteri mono, di si poligliceridici ai acizilor grasi: agent de ingrosare, amidon modificat de porumb, celuloza, guma xantan, zmeura deshidratata 0.4% (pudra de zmeura, seminte de zmeura), sare de mare, corector de aciditate: acid citric, conservant, sorbat de potasiu, zahar invertit, pudra de vanilie deshidratata 0.01%, arome.","GRAU, SOIA, OU. Poate contine urme de FRUCTE CU COAJA LEMNOASA SI LAPTE."
Napolitane cu crema de ciocolata 57g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-cu-crema-de-ciocolata-57g/p/34689,32 g/100 g,533 kcal/100 g,53 g/100 g,N/A,32 g/100 g,6.1 g/100 g,14 g/100 g,"Faina alba de GRAU, grasime vegetala (palmie, shea- in proportii variabile), zahar, cacao pudra, ZER praf, LAPTE praf, sirop de glucoza deshidratat, maltodextrina, ciocolata neagra 1.6% (zahar, masa de cacao, unt de cacao, dextroza, emulsifiant, lecitina din SOIA, aroma), amidon de porumb, faina de SOIA, emulsifiant: lecitina din SOIA, agenti de afanare: bicarbonat de sodiu, pirofosfat de sodiu, corector de aciditate: acid citric, arome, sare de mare.","ZER, GRAU, SOIA. Poate contine urme de ARAHIDE SI FRUCTE CU COAJA LEMNOASA."
Prajitura cu crema moccacino 55g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-moccacino-55g/p/34686,18 g/100 g,400 kcal/100 g,55 g/100 g,N/A,0.77 g/100 g,4.8 g/100 g,8.5 g/100 g,"Crema moccacino 20% (sirop de glucoza, zahar, apa, grasime vegetala (palmier), dextroza, LAPTE praf degresat, vin Marsala 5%, galbenus de OU, alcool etilic 3%, cacao pudra, agent gelatinizant: pectina, cafea instant 0.8%, conservanti: sorbat de potasiu, arome), faina alba de GRAU, zahar, grasime vegetala (palmier), apa, sirop de glucoza, praf de OU, agenti de umezire, sorbitol, glicerina, amidon de GRAU, agenti de afanare, difosfat disodic, bicarbonat de sodiu, cacao pudra cu continut redus de grasime, zahar brun, emulsifianti: esteri poliglicerici ai acizilor grasi, agent de ingrosare, amidon modificat de porumb, celuloza, guma xantan, zahar ars, sare de mare, corector de aciditate: acid citric, conservant: sorbat de potasiu, arome, cafea instant.","OU, GRAU, LAPTE. Poate contine urme de FRUCTE CU COAJA LEMNOASA."
Chipsuri ondulate cu gust de chilli si lime 130g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Alte-arome/Chipsuri-ondulate-cu-gust-de-chilli-si-lime-130g/p/35114,30 g/100 g,517 kcal/100 g,52 g/100 g,4.6 g/100 g,4.6 g/100 g,6.8 g/100 g,3.1 g/100 g,"Cartofi, uleiuri vegetale (porumb, floarea soarelui, rapita, in proportii variabile), mix de ingrediente cu gust de ardei cayenne (chilli) si lamaie verde (lime) (care, daina de orez, arome (contin ulei de lamaie verde (lime)), ceapa, zahar, ardei cayenne (chilli) 0.24%, chimion, usturoi, ardei paprica iute, acidifiant (acid citric), cacao pudra, clorura de potasiu, piper negru, colorant (extract de ardei rosu).",N/A
Tortilla chips sweet chilli 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Nachos/Tortilla-chips-sweet-chilli-90g/p/35054,25 g/100 g,497 kcal/100 g,60 g/100 g,5.60 g/100 g,1.4 g/100 g,6.1 g/100 g,1.8 g/100 g,"Faina de porumb 68.7%, ulei de rapita (ulei de rapita, antioxidanti (extracte de rozmarin, acid ascorbic, extract bogat in tocoferol, acid citric), mix de ingrediente cu gust de ardei chilli dulce (zahar, maltodextrina, proteine vegetale hidrogenate (contin SOIA), corectori de aciditate (acetati de sodiu, acid citric, acid malic), potentiator de aroma (monoglutamat de sodiu), aroma (contin SOIA, GRAU), ceapa pudra, sare, usturoi pudra, clorura de potasiu, colorant (extractde ardei rosu), SOIA, derivate din GRAU.","GRAU, SOIA."
Tortilla chips cu gust de barbecue 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Nachos/Tortilla-chips-cu-gust-de-barbecue-90g/p/35051,25 g/100 g,495 kcal/100 g,59 g/100 g,N/A,1.3 g/100 g,5.8 g/100 g,1.8 g/100 g,N/A,"Poate contine SOIA, GRAU si alte CEREALE CARE CONTIN GLUTEN."
Tortilla chips cu gust de branza 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Nachos/Tortilla-chips-cu-gust-de-branza-90g/p/35049,26 g/100 g,501 kcal/100 g,58 g/100 g,N/A,1.1 g/100 g,6.5 g/100 g,2.1 g/100 g,"Faina de porumb 68.3%, ulei de rapita (ulei de rapita antioxidanti (extracte de rozmarin, acid ascorbic, extract bogat in tocoferol, acid citric), mix de ingrediente cu gust de BRANZA (maltodextrina, ZER pudra din LAPTE, faina de GRAU (contine calciu, fier niacina, tiamina), sare, BRANZA pudra 0.5%, din LAPTE, rosii pudra, arome (contin LAPTE), ceapa pudra, grasime din LAPTE pudra, clorua de potasiu, potentiator de aroma (monoglutamat de sodiu), usturoi pudra, proteine din LAPTE, dextroza, corectori de aciditate (acid lactic, acid citric), coloranti (extract de ardei rosu, annatto bixina, caramel simplu), condimente, zahar, LAPTE, praf degresati.","LAPTE, BRANZA, GRAU, ZER. Poate contine SOIA si alte CEREALE CARE CONTIN GLUTEN."
Tortilla chips cu gust de ardei iute 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Nachos/Tortilla-chips-cu-gust-de-ardei-iute-90g/p/35050,25 g/100 g,496 kcal/100 g,58 g/100 g,5.9 g/100 g,1.3 g/100 g,6.2 g/100 g,1.9 g/100 g,"Faina de porumb 69.5%, ulei de rapita (ulei de rapita, antioxidant9 (extracte de rozmarin, acid acorbic, extract bogat in tocoferol, acid citric), mix de ingrediente cu gust de ardei iute (ZER pudra din LAPTE, sare, ceapa pudra, usturo pudra, potentiatori de aroma (monoglutamat de sodiu, ribonucleotide disodice), ardei paprica 0.4%, clorura de potasiu, arome, chimion, colorant (extract de ardei rosu), ardei chilli 0.08%, derivat din ZER din LAPTE, corector de aciditate (acid malic).","ZER, LAPTE. Poate contine SOIA, GRAU SI ALTE CEREALE CARE CONTIN GLUTEN."
Ciocolata cu lapte cu interior crocant de napolitana Mini 301g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Ciocolata-cu-lapte-cu-interior-crocant-de-napolitana-Mini-301g/p/34848,26.9 g/100 g,515 g/100 g,58.9 g/100 g,2.5 g/100 g,0.14 g/100 g,7.7 g/100 g,15.1 g/100 g,"Zahar, faina de GRAU, LAPTE praf degresat, grasimi vegetale (palmier, shea), unt de cacao, masa de cacao, ZER pudra, grasimi din LAPTE, cacao pudra cu continut redus de grasime, emulsifiant (lecitine), agent de afanare (carbonati de sodiu).","LAPTE, GRAU, ZER."
Jeleuri Miami Fizz cu aroma tropicala 85g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Jeleuri-Miami-Fizz-cu-aroma-tropicala-85g/p/35178,1.3 g/100 g,342 kcal/100 g,81 g/100 g,N/A,0.26 g/100 g,0.8 g/100 g,1.1 g/100 g,"Zahar, sirop de glucoza, amidon, umectant, sirop de sorbitol, faina de GRAU, acizi: acid citric, acid malic, emulsfiant: mono si digliceride ale acizilor grasi, regulator de aciditate: malat acid de sodiu, citrat tricalci, arome, extract de soc, concentrate din fructe si din plante, spirulina, coacaze negre, soc, aronia, strugure, agent de glazurare: ceara de carnauba, colorant: curcuma.",GRAU.
Caramele cu lapte 160g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Caramele-cu-lapte-160g/p/27990,N/A,N/A,N/A,N/A,N/A,N/A,4.6 g/100 g,"Sirop de glucoza, zahar, LAPTE proaspat degresat 16.5%, UNT, LAPTE praf integral, sirop de zahar invertit, emulsificator: lecitina din SOIA, sare.","Lapte, soia. Poate contine urme de nuci, gluten, oua, susan."
Caramele cu unt sarat si floare de sare Guerande 160g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Caramele-cu-unt-sarat-si-floare-de-sare-Guerande-160g/p/27991,8 g/100 g,274 kcal/100 g,62 g/100 g,< 0.5 g/100 g,1 g/100 g,2 g/100 g,5.1 g/100 g,"Sirop de glucoza, zahar, LAPTE praf integral, UNT sarat 6.5%, sirop de zahar invertit, emulsifiant:lecitina din SOIA, sared e mare de Guerande 0.2%, sare.","Lapte, soia. Produsul poate contine urme de nuci, gluten, oua, susan."
Caramele umplute cu crema de ciocolata 160g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Caramele-umplute-cu-crema-de-ciocolata-160g/p/27992,6.1 g/100 g,267 kcal/10 g,65 g/100 g,< 0.5 g/100 g,0.43 g/100 g,1.2 g/100 g,3.8 g/100 g,"Caramel 50% (sirop de glucoza, LAPTE proaspat degresat 13%, zahar, UNT, LAPTE praf integral, sirop de zahar invertit, sare). Umplutura de ciocolata 50% (sirop de glucoza, zahar, ciocolata pudra 5.7% (zahar, pudra de cacao), grasime vegetala hidrogenata, guma arabica, sare).","Lapte. Produsul poate contine urme de nuci, oua, soia."
Biscuiti cu ghimbir 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Piscoturi-si-fursecuri/Biscuiti-cu-ghimbir-150g/p/27958,25.2 g/100 g,506 kcal/100 g,64.5 g/100 g,2.1 g/100 g,0.70 g/100 g,4.3 g/100 g,7.6 g/100 g,"Faina de GRAU (faina de GRAU, carbonat de calciu, fier, niacina, tiamina), uleiuri vegetale (seminte de rapita, palmier), zahar, tulpina de ghimbir cristalizata 14% (tulpina de ghimbir, zahar), OVAZ, sirop auriu (sirop de zahar partial invertit), agenti de afanare:bicarbonat de sodiu, difosfat disodic, LAPTE praf degresat, ghimbir macinat, sare.","Grau, ovaz, lapte. Poate contine urme de nuci."
Biscuiti cu bucati de ciocolata 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Piscoturi-si-fursecuri/Biscuiti-cu-bucati-de-ciocolata-150g/p/27957,25.5 g/100g,507 kcal/100 g,62.8 g/100 g,1.9 g/100 g,0.71 g/100 g,5.5 g/100 g,15.9 g/100 g,"Faina de GRAU (faina de GRAU, carbonat de calciu, fier, niacina,tiamina), UNT( din LAPTE),zahar, bucati de ciocolata neagra(15%) (zahar, masa de cacao, unt de cacao,emulsifiant: lecitina din SOIA, aroma naturala de vanilie), bucati de ciocolata cu lapte(10%)( zahar, LAPTE praf integral, unt de cacao, masa de cacao. emulsifiant:lecitina din SOIA, aroma naturala de vanilie), pudra de cacao cu continut redus de grasimi, LAPTE praf degresat, agenti de afanare: bicarbonat de sodiu,difosfat disodic.","Grau, lapte, soia."
Praline Mozart 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Mozart-120g/p/28228,28.4 g/100 g,509 kcal/100 g,54.1 g/100 g,N/A,0.05 g/100 g,8 g/100 g,10.1 g/100 g,"Zahar, MIGDALE 21%, masa de cacao, unt de cacao, ALUNE 3%, LAPTE praf integral, sirop de zahar invertit, FISTIC 1%, LACTOZA, alcool, rom, emulgator: lecitina, umectant (invertaza, glicerina), aroma naturala (rom).","MIGDALE, FISTIC, LACTOZA. Poate contine urme de GRAU, OUA SI SOIA."
Praline Constanze Mozart 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Constanze-Mozart-120g/p/28324,30.1 g/100 g,515 kcal/100 g,51.2 g/100 g,N/A,0.075 g/100 g,8.3 g/100 g,11.5 g/100 g,"Zahar, MIGDALE 21%, unt de cacao, LAPTE praf integral, ALUNE 3%, masa de cacao, LACTOZA, sirop de zahar invertit, FISTIC 1%, alcool, rom, emulgator: lecitina, umectant (invertaza, glicerina), aroma naturla rom.","ALUNE, FISTIC, LACTOZA. Poate contine urme de componente din GRAU, OU SI SOIA."
Ciocolata cu lichior si caramel sarat 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lichior-si-caramel-sarat-90g/p/28254,32 g/100 g,518 kcal/100 g,53 g/100 g,N/A,0.3 g/100 g,3.8 g/100 g,19 g/100 g,"Zahar, unt de cacao, sirop de glucoza, LAPTE praf integral, masa de cacao, unt nesarat(lapte), smantana(lapte), lichior Original Baileys Irish Cream (lapte) (1.5%), arome, sare de mare, emulsifiant( lecitina de soia). Ciocolata cu lapte contine: substanta uscata de cacao 37% minimum, substanta uscata din lapte 14% minimum.",Lapte. Poate contine urme de fructe cu coaja lemnoasa.
Baton cu biscuit si caramel sarat invelit in ciocolata cu lapte 46g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-cu-biscuit-si-caramel-sarat-invelit-in-ciocolata-cu-lapte-46g/p/28588,24 g/100 g,491 kcal/100 g,65 g 100 g,N/A,0.83 g/100 g,4.3 g/100 g,14 g/100 g,"Zahar, sirop de glucoza, faina de GRAU, grasime de palmier, unt de cacao, LAPTE praf degresat, masa de cacao, LACTOZA, grasimi din LAPTE, pudra de ZER (din LAPTE), sare, cacao cu continut redus de grasime, emulsifiant (lecitina din SOIA), agent de afanare (E500), extract natural de vanilie.","Contine gluten, lapte si soia. Poate contine: aluna de padure, migdala, orz, ovaz."
Mochi cu taro 210g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Mochi-cu-taro-210g/p/35570,0.5 g/100 g,377.5 kcal/100 g,91.5 g/100 g,N/A,11 mg/100 g,1.7 g/100 g,N/A,"Maltoza 47%, pasta de taro 35% (maltoza, pasta de fasole, taro, zahar, ulei de palmier), pudra de orez glutinos 6%, mei 3%, zahar 5%, ulei de palmier 1%, colorant 1%, agent de ingrosare 1%, indulcitor 0.8%, condimente 0.195%, conservant 0.0005%.",N/A
Biscuiti cu crema de alune si glazura de ciocolata 95g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-crema-de-alune-si-glazura-de-ciocolata-95g/p/93875,33.10 g/100 g,541 kcal/100 g,59.10 g/100 g,1.10 g/100 g,0.35 g/100 g,5.60 g/100 g,17.20 g/100 g,"Ciocolata cu LAPTE 38.3% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, lactoza (LAPTE), emulsifiant:lecitina de SOIA), zahar, grasimi vegetale (palmier, samburi de palmier), umplutura de ALUNE DE PADURE 9.4% (zahar, pasta de ALUNE DE PADURE, grasimi vegetale (samburi de palmier, palmier), LAPTE praf degresat, cacao pudra degresata, emulsifiant: lecitina de SOIA, aroma naturala de vanilie), faina de GRAU, zer(LAPTE), ALUNE DE PADURE 1.6%, ALUNE DE PADURE caramelizate 1.6% (ALUNE DE PADURE, zahar), LAPTE praf integral, cocos, cacao pudra degresata, ulei de rapita, OUA de la gaini crescute liber, sare, agent de crestere (carbonat de sodiu, difosfat), arome naturale.","LAPTE, SOIA, ALUNE DE PADURE, OUA. Poate contine urme de alte tipuri de NUCI (MIGDALE)."
Biscuiti asortati cu crema si ciocolata 105g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-asortati-cu-crema-si-ciocolata-105g/p/35723,30.5 g/100 g,550 kcal/100 g,61.8 g/100 g,2.5 g/100 g,0/18 g/100 g,5.8 g/100 g,19.6 g/100 g,"Zahar, grasimi vegerale (palmier, copra, unt de caca, grasime de LAPTE anihidru, emulsifiant: lecitina de SOIA, aorme naturale de vanilie), ciocolata alba 13,4% (zahar, unt de cacao, LAPTE PRAF integral, emulsifiant: lecitina de SOIA, aroma naturala de vanilie), faina de GRAU, ciocolata cu lapte 7.5% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, lactoza (LAPTE, emulsifiant: lecitina de SOIA), crema de alune de padure (zahar, paste de ALUNE DE PADURE, grasimi vegetale (samburi de palmier, palmier) LAPT praf degresat, cacao pudra degresata, emulsifiant: lecitine de SOIA, aroma naturala de vanile), cocos, zer (LAPTE), LAPTE praf integral, cacao pudra degresata, albus de OUA de gaini crescute liber, boabe de cacao prajite, ulei de rapita, ALUNE DE PADURE, ALUNDE DE PADURE caramelizate (ALUNE DE PADURE, zahar), aroma naturala de cafea, faina de orez, OUA de la gaini crescute liber, ciocolata pudra (zahar, masa de cacao, cacao pudra degresata, aroma naturala de vanilie).","LAPTE, SOIA, ALUNE DE PADURE, GRAU, OUA. Poate sa contine urme de alte tipuri de NUCI, MIGDALE."
Praline de ciocolata belgiana extra amaruie 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-belgiana-extra-amaruie-100g/p/35707,42 g/100 g,596 kcal/100 g,49 g/100 g,N/A,0.3 g/100 g,4.7 g/100 g,34 g/100 g,"Cuvertura de ciocolata neagra, grasimi vegetale (cocos, samburi de palmier) in proportii variabile, zahar, cacao pudra degresat, grasimi vegetale hidrogenate (cocos, samburi de palmier) inproportii variabile, ZER pudra (LAPTE), emulsifiant: lecitina de SOIA, aroma naturale de vanilie), cuvertura de ciocolata cu lapte 36% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulsifiant lecitina de SOIA, aroma, vanilina, zahar pudra (zahar, amidon (porumb)), solide de cacao: in ciocolata cu lapte minimum 35%. Solide de lapte in ciocolata cu lapte minimum 22.5%.","SOIA, ZER, LAPTE. Poate sa contine urme de NUCI SI GLUTEN."
Praline de ciocolata belgiana cu aroma de portocale 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-belgiana-cu-aroma-de-portocale-100g/p/35701,N/A,N/A,N/A,N/A,0.3 g/100 g,5.4 g/100 g,21 g/100 g,"Umplutura cu LAPTE (grasime vegetala (palmier, floarea soarelui, rapita), in proportii variabile, zahar, LAPTE praf degresat, LACTOZA (LAPTE), cacao pudra degresata, emulsifiant: lecitina de SOIA), cuvertura de ciocolata cu LAPTE 36% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulsifiant: lecitina de SOIA, aroma: vanilina), zahar pudra (zahar, amidon (porumb)), aroma: portocale.","LAPTE, SOIA. Poate contine urme de NUCI si GLUTEN."
"Amestec de stafide, merisor si goji 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Mixuri-cu-fructe-uscate/Amestec-de-stafide-merisor-si-goji-150g/p/35699,1.3 g/100 g,309 kcal/100 g,66.8 g/100 g,7.8 g/100 g,0.60 g/100 g,3.6 g/100 g,0.3 g/100 g,"Stafide brune 50% (stafide brune, ulei de floarea soarelui, conservant: DIOXID DE SULF), merisor partial deshidratat indulcit 35% (merisor min55%, zahar 44%, ulei de floarea-soarelui), goji deshidratat 15%.","DIOXID DE SULF. Poate contine urme de SEMINTE DE SUSAN, SOIA, FRUCTE CU COAJA LEMNOASA."
