Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Ciocolata alba si amarena 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-si-amarena-100g/p/32359,30.44 g/100 g,562 kcal/100 g,66.43 g/100 g,0.18 g/100 g,0.18 g/100 g,5.19 g/100 g,18.36 g/100 g,"Ciocolata alba 85% (zahar, unt de cacao, LAPTE praf integral, emulgator: lecitia de SOIA, aroma naturala de vanilie. Cirese negre 25% (cirese, sirop glucoza fructoza, zahar, acid citric E330). Cacao minimum 28%.","Lapte, soia. Poate contine urme de altre fructe cu coaja lemnoasa, oua."
Ciocolata neagra si Chilli Ancho 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-si-Chilli-Ancho-100g/p/32350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata cu lapte si portocale 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-portocale-100g/p/32355,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Praline asortate de ciocolata 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-de-ciocolata-200g/p/32479,30 g/100 g,535 kcal/100 g,59.70 g/100 g,2 g/100 g,0.20 g/100 g,5.20 g/100 g,18 g/100 g,"Zahar, masa de cacao, unt de cacao, LAPTE praf, zer de LAPTE praf, emulsifiant: lecitina de floarea soarelui, aroma naturala de vanilie.",Lapte. Poate contine alte fructe cu coaja lemnoasa.
"Ciocolata cu lapte, crema cu alune si caramel sarat 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-crema-cu-alune-si-caramel-sarat-100g/p/32553,34 g/100 g,547 kcal/100 g,51 g/100 g,N/A,0.51 g/100 g,7.9 g/100 g,17 g/100 g,"Zahar, LAPTE, unt de cacao, ALUNE DE PADURE 10%, masa de cacao, LAPTE praf integral, ZER pudra, grasimi vegetale (palmier, shea), sare de mare 0.2%, sirop de glucoza, faina de GRAU, emulsifiant (lecitina de SOIA), amidon de porumb, arome (caramel, vanilie naturala), sare.","LAPTE, ZER, ALUNE DE PADURE, GRAU, SOIA. Poate contine urme de NUCI, MIGDALE SI CEREALE CONTINAND GLUTEN."
Praline de ciocolata cu crema de nuga si martipan 119g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-crema-de-nuga-si-martipan-119g/p/32548,32 g/100 g,539 kcal/100 g,55 g/100 g,N/A,0.04 g/100 g,5.4 g/100 g,14 g/100 g,"Zahar, masa de cacao, MIGDALE (9%), unt de cacao, ALUNE DE PADURE (5%), ulei vegetal (floarea soarelui), sirop de zahar invertit, agenti de umezire (sirop de sorbitol, invertaza), zer praf dulce (LAPTE), unt clarificat (LAPTE), cacao pudra cu continut redus de grasimi, grasimi vegetale (palmier, shea), emulsifiant (lecitina (SOIA)), lactoza (LAPTE), aroma. Substanta uscata de cacao: minimum 45% ?n ciocolata amaruie.","Migdale, alune de padure, lapte. Poate contine cereale care contin gluten, arahide si alte fructe cu coaja lemnoasa."
"Ciocolata cu lapte, crema de alune 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-crema-de-alune-100g/p/32552,35 g/100 g,551 kcal/100 g,50 g/100 g,N/A,0.21 g/100 g,8 g/100 g,17 g/100 g,"Zahar, LAPTE, unt de cacao, ALUNE DE PADURE 11%, masa de cacao, LAPTE praf integral, ZER pudra, grasimi vegetale (palmier, shea), faina de GRAU, amidon de porumb, emulsifiant (lecitina de soia), sare, arome (vanilie naturala).","LAPTE, GRAU, ZER, ALUNE DE PADURE. Poate contine urme de NUCI, MIGDALE SI CEREALE CONTINAND GLUTEN."
Praline de ciocolata cu crema de nuga cu martipan si portocale 119g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-crema-de-nuga-cu-martipan-si-portocale-119g/p/32549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baton de ciocolata cu crema de lapte 26.8g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-crema-de-lapte-26-8g/p/32522,20 g/100 g,463 kcal/100 g,66 g/100 g,N/A,0.18 g/100 g,4 g/100 g,12 g/100 g,"Zahar, sirop de glucoza, masa de cacao, grasimi vegetale (palmier, shea), unt de cacao, LAPTE praf degresat 4,5%, zer praf (din LAPTE), LAPTE praf integral 3%, grasime din LAPTE, agent de umezire (sorbitol), pudra de sm?nt?na (din LAPTE) 0,5%, stabilizator (invertaza), emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), arome.","Lapte, soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten, oua."
Praline cu cioclata belgiana 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-cioclata-belgiana-100g/p/33046,33 g/100 g,532 kcal/100 g,51 g/100 g,N/A,0.10 g/100 g,4.9 g/100 g,18 g/100 g,"Zahar, masa de cacao, unt de, ALUNE 10%, LAPTE pra integral, sirop de flucoza, grasime anhidra din LAPTE, stabilizator (glicerol), LAPTE condensat, fructe (cirese 1% mere), boabe de cacao, ulei de cocos, zahar invertit, emulsifiant (lecitina de SOIA), agent gelatinizant (pectina), LAPTE praf degresat, ZER (din LAPTE), LACTOZA, concentrat de fructe (soc), corector de aciditate (acid malic, acid citric, citrat de sodiu), aroma naturala, aroma naturala de vanilie, colorant (sfecla rosie), sare.","LAPTE, SOIA, LACTOZA, ZER. Poate contine urme de alte FRUCTE NUCIFERE, GLUTEN SI OUA."
Bomboane de ciocolata cu crema de iaurt si aroma de zmeura 270g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-crema-de-iaurt-si-aroma-de-zmeura-270g/p/46363,35 g/100 g,557 kcal/100 g,51 g/100 g,N/A,0.31 g/100 g,8 g/100 g,21 g/100 g,"zahar, grasimi vegetale (palmier, shea), LAPTE praf integral, unt de cacao, masa de cacao, ZER pudra (din LAPTE), iaurt pudra (din LAPTE), emulsifiant (lecitina din SOIA), arome (inclusiv zmeura), regulator de aciditate (E330), maltodextrina (din GRAU), zmeura uscata (0.1%), amidon modificat.","Contine lapte, soia si gluten. Poate contine urme de nuci, alune si cereale continand gluten."
Praline de ciocolata cu lapte 270g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-lapte-270g/p/46361,33 g/100 g,550 kcal/100 g,49 g/100 g,N/A,0.3 g/100 g,11 g/100 g,21 g/100 g,"LAPTE, zahar, unt de cacao, masa de cacao, emulsifiant (lecitina inclusiv din SOIA), sare, arome.","Contine lapte si soia. Poate contine urme de nuci, alune si cereale continand gluten."
Praline asortate cu fructe de padure 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-cu-fructe-de-padure-150g/p/238,35 g/100 g,560 kcal/100 g,54 g/100 g,N/A,N/A,5 g/100 g,23 g/100 g,"Zahar, grasimi vegetale (palmier, shea), unt de cacao, masa de cacao, LAPTE praf degresat, LAPTE praf integral, grasimi din LAPTE, pudra de zmeura liofilizata 0,4%, emulsifiant: lecitine (contine SOIA), pudra de coacaze negre liofilizate 0,3% (sirop de glucoza, coacaze negre 0,13%), pudra de afine liofilizate 0,3%, aroma, arome naturale.","Lapte, soia. Poate contine urme de fructe cu coaja lemnoasa, gluten."
bomboane de ciocolata cu crema de alune de padure si caramel sarat 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/bomboane-de-ciocolata-cu-crema-de-alune-de-padure-si-caramel-sarat-150g/p/1943,34 g/100 g,547 g/100 g,51 g/100 g,N/A,0.51 g/100 g,7.9 g/100 g,17 g/100 g,"Zahar, LAPTE, unt de cacao, ALUNE, masa de cacao, LAPTE praf integral, ZER pudra, grasimi vegetale (palmier, shea), sare de mare, sirop de glucoza, faina de GRAU, emulsifiant, (lecitina, SOIA), amidon de porumb, arome (caramel, vanilie), sare.","Alune, lapte, soia, grau. Poate contine urma de de nuci, migdale si alte cereale care contin gluten."
Baton de ciocolata cu lapte 20g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-20g/p/41760,34 g/100 g,559 kcal/100 g,56 g/100 g,N/A,0.17 g/100 g,5.88 g/100 g,22 g/100 g,"Zahar, grasimi vegetale (palmier, shea), unt de cacao, masa de cacao, LAPTE praf integral 8%, LAPTE praf degresat 8%, grasimi din LAPTE, emulsifiant: lecitine (SOIA), aroma de vanilie naturala.","Lapte, soia. Poate contine urme de fructe cu coaja lemnoasa si gluten."
Trufe cu caramel sarat 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-cu-caramel-sarat-200g/p/18969,45 g/100 g,599 kcal/100 g,40 g/100 g,N/A,0.33 g/100 g,43 g/100 g,39 g/100 g,"Grasimi vegetale (cocos, miez de palmier), zahar, cacao pudra degresata, zer pudra (LAPTE), aroma naturala, emulsifiant (lecitina(SOIA)), sare, aroma naturala de vanilie.","Lapte, soia. Poate sa contina oua, nuci, gluten."
Trufe cu cafea 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-cu-cafea-200g/p/18957,48 g/100 g,610 kcal/100 g,36 g/100 g,N/A,0.13 g/100 g,4.7 g/100 g,41 g/100 g,"Grasimi vegetale(cocos, miez de palmier), zahar, cacao pudra degresata, zer pudra(LAPTE), arome naturale(cafea, vanilie), emulsifiant(lecitina de SOIA).","Lapte, soia. Poate contine oua, nuci, gluten."
Ciocolata 70% cacao cu portocale 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-70-cacao-cu-portocale-100g/p/21263,48 g/100 g,594 kca/100 g,33 g/100 g,10 g/100 g,0.02 g/100 g,6.7 g/100 g,28 g/100 g,"Masa de cacao, zahar, unt de cacao, cacao pudra degresata, bucati de portocale cofiata(coaja de portocala 50%, zahar, dextroza, corector de aciditate(acid citric), conservant(dioxid de sulf), UNT concentrat, aroma naturala, emulsifiant(lecitina din SOIA), aroma naturala de vanilie), LAPTE praf degresat.","Unt, soia, lapte. Poate contine fructe cu coaja lemnoasa."
"Baton de ciocolata cu nuga, caramel si pasta de arahide 36.5g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-nuga-caramel-si-pasta-de-arahide-36-5g/p/22634,31 g/100 g,534 kcal/100 g,52 g/100 g,N/A,0.58 g/100 g,11 g/100 g,11 g/100 g,"ARAHIDE, zahar, sirop de glucoza, LAPTE praf degresat, unt de cacao, zahar invertit, lactoza, masa de cacao, dextroza, ulei de floarea soarelui, grasimi din LAPTE, permeat din zer (din LAPTE), grasime de palmier, agenti de umezire (glicerol, sorbitol), grasime de samburi de palmier, grasimi hidrogenate de SOIA, sare, emulsifiant (lecitina din SOIA), antioxidant (E306), extract de vanilie, amidon.","Arahide, lapte, soia. Poate contine ou, alune de padure."
Ciocolata cu lapte cu rulouri de napolitana 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-rulouri-de-napolitana-70g/p/25582,30 g/100 g,534 kcal/100 g,50 g/100 g,3.4 g/100 g,0.80 g/100 g,8.5 g/100 g,19 g/100 g,"Zahar, LAPTE PRAF INTEGRAL, unt de cacao, masa de cacao, faina de GRAU(contine GLUTEN), LAPTE praf degresat, emulsifianti(lecitina de floarea-soarelui, poliricinoleat de poliglicerina), LACTOZA(DIN LAPTE), UNT(din LAPTE), proteina de LAPTE, sare, colorant(CARAMEL CU SULFITI DE AMONIU), aroma(vanilina). Ciocolata cu lapte contine: substanta uscata de cacao minimum, substanta uscata din lapte minimum.","Lapte, gluten, grau, gluten, unt. Poate contine fistic, migdale, alune, soia, susan si arahide."
Baton de ciocolata cu lapte si arahide 45g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-si-arahide-45g/p/25548,29 g/100 g,508 kcal/100 g,53 g/100 g,2.7 g/100 g,0.28 g/100 g,12 g/100 g,14 g/100 g,"ARAHIDE, zahar, LAPTE PRAF INTEGRAL, sirop de zahar invertiti, ulei vegetal(palmier total hidrogenat, palmier, shea), maltodextrina, masa de cacao, unt de cacao, ZER praf(din LAPTE), agent de umezire, pudra de cacao cu continut redus de grasime, emulsifianti(fosfati de amoniu, lecitina de floarea-soarelui, poliricinoleat de poliglicerina), praf de OU, FAINA DE GRAU(GLUTEN), fructo-oligozaharide, sare, UNT(din LAPTE), inuline, arome, corector de aciditate(carbonat acid de sodiu). Ciocolata cu lapte contine: substanta uscata din lapte minimum 30%, substanta uscata de cacao minimum 25%.","Arahide, soia, lapte, unt, ou. Poate contine fistic, alune, soia si seminte de susan."
Baton de ciocolata amaruie cu crema espresso 37g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-amaruie-cu-crema-espresso-37g/p/25665,33g/100g,530 kcal/100g,51g/100g,N/A,0.07g/100g,5.37g/100g,N/A,"zahar, masa de cacao, grasimi vegetale (ulei de shea, ulei de palmier), cacao pudra, lapte praf degresat, unt de cacao, derivat din zer pudra (din lapte), cafea macinata 1,4%, emulsifianti (lecitina din soia, poliricinoleat de poliglicerina), arome. Ciocolata contine si alte grasimi vegetale pe langa untul de cacao. Substanta uscata de cacao in ciocolata amaruie: 50% minimum.","Lapte. Poate contine urme de fructe cu coaja lemnoasa, arahide, ou si gluten."
Bomboane umplute cu crema de ciocolata 138g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-umplute-cu-crema-de-ciocolata-138g/p/25759,22 g/100 g,474 kcal/100 g,66 g/100 g,N/A,0.06 g/100 g,2.1 g/100 g,13 g/100 g,"Zahar, grasime vegetala(ulei de shea, ulei de palmier, ulei de palmier partial hidrogenat), sirop de glucoza-fructoza, grasimi vegetale(ulei de palmier, ulei de shea), sirop de glucoza, derivat de zer pudra din LAPTE, pudra de cacao cu continut redus de grasime 4.1%, agent umezire(sirop de sorbitol), masa de cacao, LAPTE praf degresat 2%, zer praf din LAPTE, emulsifianti(lecitina din SOIA, poliricinoleat de poliglicerina), stabilizator(invertaza), ciocolata 0.1%, zahar, masa de cacao, unt de cacao, grasime vegetala(ulei de palmier, ulei de shea), emulsifianti(lecitina din SOIA, poliricinoleat, aroma.","Lapte, soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten, oua."
Praline Gin & Whisky Club 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Gin-and-Whisky-Club-200g/p/26935,22 g/100 g,469 kcal/100 g,54 g/100 g,N/A,0.07 g/100 g,4.9 g/100 g,8.3 g/100 g,"Zahar, ALUNE DE PADURE 15%, masa de cacao, apa, unt de cacao, LAPTE praf integral, 3.4% whisky scotc, 1.9% gin, LAPTE praf degresat, UNT concentrat, agent de ingrosare(guma arabca), LACTOZA, sirop de zahar invertit, 0.2% lamaie-lamaie verde-lichior, praf din zer dulce(LAPTE), emulsifiant, aroma naturale chinina pe baza de plante, alcool, extract din vanilie, aroma, aroma naturala, acidifiant, sare, ciocolata cu lapte, ciocolata alba.","Lapte, soia, alune de padure. Poate contine arahide, alte fructe cu coaja, gluten si oua."
Praline de ciocolata cu crema cocos si cirese amare 104g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-crema-cocos-si-cirese-amare-104g/p/5946,25 g/100 g,485 kcal/100 g,59 g/100 g,N/A,0.13 g/100 g,4.40 g/100 g,15.20 g/100 g,N/A,"Lapte, soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten si oua."
"Praline de ciocolata cu crema, asortate 103.8g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-crema-asortate-103-8g/p/8396,27 g/100 g,495 kcal/100 g,57 g/100 g,N/A,0.16 g/100 g,4.3 g/100 g,16.1 g/100 g,"Zahar, masa de cacao, grasimi vegetale (ulei de palmier, ulei de shea), umplutura de zmeura 6,4% ?zahar, sirop de glucoza, agenti de umezire (sorbitoli, glicerol), apa, piure de zmeura (0.06%), agent gelatinizant(pectine), acidifiant(acid citric), colorant(antocianine), aroma?, umplutura de cirese amare 5.1%?sirop glucoza-fructoza, zahar, piure de cirese(1.2%), suc de cirese reconstituit din concentrat(0.7%), stabilizator(pectina), concentrat cu rol de colorare, acidifianr, arome, conservant, ulei vegetal de cocos, emulsifiant, umplutura de caramel sarat 5.1%, zahar, LAPTE praf degresat, grasime din LAPTE, zer pudra, sare, stabilizarori, grasime vegetala, agent de umezire, unt de cacao, pudra de cacao cu continut redus de grasime, zer praf, pasta de ARAHIDE 0.5%, arahide prajite 0.5%, grasime din LAPTE, ciocolata 0.3%, fulgi de COCOS 0.04%, lecitina din SOIA, arome. Ciocolata contine si alte grasimi vegetale pe langa untul de CACAO si substanta uscata uscata de cacao minumum 40%.","Lapte, arahide, cocos, soia. Poate contine si fructe cu coaja lemnoasa, gluten, oua."
Ciocolata cu lapte cu afine 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-afine-80g/p/11272,31 g/100 g,536 kcal/100 g,57 g/100 g,N/A,0.12 g/100 g,5.66 g/100 g,20 g/100 g,"Zahar, unt de cacao, masa de cacao, LAPTE praf integral, afine liofilizate granule 2%, LAPTE praf degresat, emulsifiant, lecitina, SOIA, arome naturale. Substanta uscata de cacao in ciocolata cu lapte 30% minimum.",Lapte. Poate contine urme de fructe cu coaja lemnoasa si gluten.
Ciocolata cu lapte si fistic 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-fistic-70g/p/13369,35 g/100 g,549 kcal/100 g,47 g/100 g,6.7 g/100 g,0.25 g/100 g,8.0 g/100 g,N/A,"Ciocolata cu lapte 90%, zahar, LAPTE PRAF INTEGRAL, unt de cacao, masa de cacao, LAPTE PRAF DEGRESAT, emulsifianti (lecitina de floarea-soarelui, poliricinoleat de poliglicerina), aroma(vanilina). Ciocolata cu lapte contine substanta uscata de cacao minimum 32%, substanta uscata din lapte minimum 26.7%, FISTIC 10%.","Poate contine gluten, migdale, alune, soia, susan, lapte si arahide."
Ciocolata cu lapte si alune 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-alune-30g/p/13365,38 g/100 g,567 kcal/100 g,45 g/100 g,N/A,0.35 g/100 g,9.5 g/100 g,19 g/100 g,"Ciocolata cu lapte, zahar, LAPTE PRAF integral, unt de cacao, masa de cacao, LAPTE praf degresat, emulsifianti(lecitina de floarea-soarelui, poliricinoleat de poliglicerina), aroma(vanilina). Ciocolata cu lupate contine substanta uscata minimum32%, substanta uscata din lapte minimum 25%, ALUNE 14%.","Lapte, alune. Poate contine fistic, migdale, gluten, soia, susan si arahide."
Caramele invelite in ciocolata 221g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Caramele-invelite-in-ciocolata-221g/p/39662,18 g/100 g,457 kcal/100 g,71 g/100 g,0.5 g/100 g,0.22 g/100 g,2.6 g/100 g,14 g/100 g,"Zahar, sirop de glucoza, grasimi vegetale (samburi de palmier, palmier, sgea), LAPTE praf integral, masa de cacao, unt de cacao, LAPTE praf degresat, zer praf (din LAPTE), agent de umezire (sorbitol), grasime din LAPTE, arome, emulsifianti (lecitine din SOIA), sare.","LAPTE, SOIA. Poate contine OUA, FRUCTE CU COAJA LEMNOASA."
Ciocolata amaruie cu fistic 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-fistic-80g/p/92085,36 g/100 g,549 kcal/100 g,47 g/100 g,N/A,0.01 g/100 g,6.40 g/100 g,23 g/100 g,"Zahar, masa de cacao, unt de cacao, FISTIC 8%, emulsificator: lecitina din SOIA, arome: extract natural de vanilie si FISTIC. Substanta uscata de cacao, in ciocolata: 50% min.","Contine: fistic si soia. Poate contine urme de alte fructe cu coaja lemnoasa, gluten si lapte."
Praline din ciocolata amaruie cu visine confiate 119g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-din-ciocolata-amaruie-cu-visine-confiate-119g/p/39803,26 g/100 g,488 kcal/100 g,56 g/100 g,N/A,0.01 g/100 g,3.70 g/100 g,17 g/100 g,"Zahar, masa de cacao, cirese negre confiate 21% (cirese 10%, sirop de glucoza-fructoza, zahar, suc de visine, concentrat vegetal: morcov negru si hibiscus, corector de aciditate: acid citric, arome naturale), unt de cacao, grasimi vegetale (palmier, shea), cacao pudra 3%, emulsifiant: lecitine (contine SOIA), grasimi din LAPTE, aroma, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata amaruie: 50% minimum.","SOIA, LAPTE. Poate contine urme de FRUCTE CU COAJA LEMNOASA si GLUTEN."
Ciocolata Dark Espresso 27g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-Dark-Espresso-27g/p/39802,34 g/100 g,535 kcal/100 g,49 g/100 g,N/A,0.01 g/100 g,4.3 g/100 g,22 g/100 g,"Zahar, masa de cacao, unt de cacao, cafea macinata 2%, emulsifiant: lecitine (contine SOIA), aroma de vanilie naturala, aroma. Substanta uscata de cacao in ciocolata: 50% minimum.","SOIA. Poate contine urme de fructe cu coaja lemnoasa, gluten si lapte. Contine cafeina. Nu se recomanda pentru copii sau femeile insarcinate (cafeina 26 mg/100 g)."
Praline din ciocolata cu lapte cu alune intregi caramelizate 119g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-din-ciocolata-cu-lapte-cu-alune-intregi-caramelizate-119g/p/39795,39 g/100 g,572 kcal/100 g,47 g/100 g,N/A,0.09 g/100 g,7.40 g/100 g,25 g/100 g,"Zahar, ALUNE DE PADURE intregi caramelizate 28% (ALUNE DE PADURE intregi 25%, zahar, emulsifiant: lecitine (contine SOIA)), unt de cacao, LAPTE praf integral, masa de cacao, grasimi vegetale (palmier, shea), LAPTE praf degresat, ALUNE DE PADURE 0,7%, cacao pudra, grasimi din LAPTE, emulsifiant: lecitine (contine SOIA), MIGDALE 0,1%, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata cu lapte: 30% minimum.","ALUNE DE PADURE, LAPTE, SOIA, MIGDALE. Poate contine urme de alte FRUCTE CU COAJA LEMNOASA si GLUTEN."
